Site ID,Site,ASPRO,Country,Region,Latitude,Longitude,Context,Notes,Citations,Chemical Characterization,Laboratory,Analytical Methods,Obsidian analyzed,Agicol,Gollu Dag East,Gollu Dag West,Nenezi Dag,Hasan Dag,Erciyes Dag,Erzincan,Erzerum,Pasinler,Sarikamis,Kars-Kagisman,Ikizdere,Bingol B,Nemrut Dag / Bingol A,Meydan Dag,Tendurek Dag,Suphan Dag,Mus,Kechut,Aragats / Arteni,Gegham,Vardenis / Khorapor,Sjunik,Baksan,Gutanasar,Kojun Dag / Chikiani,Hatis,West Anatolia,Demenegaki,Sta Nychia,Giali,3d high in rubidium,1e-f,Unknown
2_5,Mureybet,2,Syria,Middle Euphrate,36.0434,38.1287,"IB + II - Khiamian, III - PPNB",,"Cauvin, J. 1977; Bellot-Gurlet 1998; Pernicka, E. et al 1997; Gratuze, B. et al 1993; Warren in Cauvin, M.-C. 1991","Bellot-Gurlet 1998; Pernicka, E. et al 1997; Gratuze, B. et al 1993; Warren in Cauvin, M.-C. 1991",,INAA; PIGE,65,0,62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_1,Aswad,3,Syria,Central Levant,33.366667,36.55,niv. IB (Est); niv. II (Est et Ouest); MPPNB,"The samples analyzed by Delerue and Orange overlapped and it is impossible to differentiate between them; as a result, the data presented for this record may be comprised of duplicate results pertaining to part of the total sample.","Cauvin, M.C. 1974:435; Epstein, S.M. 1977; McDaniels et al 1980; Orange, M. et al 2013; Delerue, S. 2007; McDaniels et al 1980","Orange, M. et al 2013; Delerue, S. 2007; McDaniels et al 1980",,MEB-EDS; EDXRF,223,0,184,0,0,0,0,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_2,Beidha,3,Jordan,Southern Levant,30.366667,35.316667,niv. VI-II: PPNB.,"5 samples analyzed by Cauvin were mentioned by Yellin 1996:366, who sites a personal communication by Byrd. This passage only states that 5 samples were analyzed and that they came from both Cappadocia and Eastern Anatolia. ","Yellin, J. et al 1996; Renfrew, C. et al 1968; Wright, G.A. 1969; Cauvin, M.-C. 1991; Mortensen, P. 1970:12; Garfinkel, Y. 2008","Renfrew, C. et al 1968",,OES,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_3,Birikin Magarasi,3,Turkey,Middle Euphrate,38.15,39.8,PPNB,,"Gratuze, B. et al 1993","Gratuze, B. et al 1993",,PIGE,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_4,Boy Tepe,3,Turkey,High Valleys,38.883333,38.9,"Neolithic, dating between 9000 - 8000 B.P.",,"Cauvin, M.-C. et al 1991; Balkan, N. 1989","Cauvin, M.-C. et al 1991",,ICP,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_5,Cayonu,3,Turkey,High Valleys,38.216667,39.816667,Grill plan,,"Caneva, I. et al 1994; Yegingil, Z. et al 2003; Renfrew, C. et al 1968; Wright, G.A. 1969; Benedict, P. 1980; Cambel, H. and Braidwood, R. 1980","Renfrew, C. et al 1968; Wright, G.A. 1969",,FT; INAA; OES,12,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_6,Cheikh Hassan,3,Syria,Middle Euphrate,36.1,38.116667,"Late PPNA, early PPNB",,"Abbes, F. et al 2001; Pernicka, E. et al 1997; Gratuze et al 1993; Bellot-Gurlet, L. 2008","Abbes, F. et al 2001; Pernicka, E. et al 1997; Gratuze et al 1993; Bellot-Gurlet, L. 2008",,"ICP-AES, ICP-MS, IA-ICP-MS, ANRC, INAA; PIGE",19,0,14,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_7,Cinaz Huyuk,3,Turkey,Eastern Anatolia,38.7,39.916667,PPNB,,"Gratuze, B. et al 1993","Gratuze, B. et al 1993",,PIGE,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_8,Dja'de,3,Syria,Middle Euphrate,36.383306,38.183278,Phase IVA; PPNB,,"Pernicka, E. et al 1997; Coqueugniot, E. 1994; Bellot-Gurlet, L. 2010","Pernicka, E. et al 1997; Bellot-Gurlet, L. 2010",,INAA; XRF,56,1,45,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_9,Golbent Ergani,3,Turkey,Central Anatolia,38.283333,39.766667,PPNB,,"Gratuze, B. et al 1993; Ozdogan, M. 1988","Gratuze, B. et al 1993",,PIGE,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_10,Halula,3,Syria,Middle Euphrate,36.416667,38.166667,Middle PPNB,,"Bellot-Gurlet 1998; Pernicka, E. et al 1997; Molist, M. et al 1994; Molist, M. and Ferrer, A. 1996",Pernicka et al 1997; Schneider pers comm.; Bellot-Gurlet 1998,Pernicka et al 1997; Schneider pers comm.; Bellot-Gurlet 1998,INAA; XRF,8,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_11,Horvat Galil,3,Israel,Southern Levant,32.95,35.316667,Early PPNB,"Delerue 2007:223 notes that the one unknown sample has ""une composition totalement 'aberrante' pour une obsidienne""","Delerue, S. 2007; Gopher, A. 1997","Delerue, S. 2007",,ICP-MS; MEB-EDS,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3_12,Jericho,3,Palestine,Southern Levant,31.85,35.433333,"niv. XVII-X: Early Neolithic (Garstang); ""Pre-pottery Neolithic B"" (Kenyon)",,"Crawfoot-Payne, J. 1983; Garfinkel, Y. 2008; Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_13,Kfar Hahoresh,3,Israel,Southern Levant,32.7,35.2,Middle PPNB,,"Goring-Morris, N. et al 1998; Delerue, S. 2007; Garfinkel, Y. 2008","Delerue, S. 2007",,MEB-EDS; PIXE,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_14,Kritou-Marottou,3,Cyprus,Cyprus,34.9267,32.5625,Khirokitian Neolithic / Late Aceramic Neolithic,,"Fox, W.A. 1987","Fox, W.A. 1987 (analysis by R. Hancock)",,NAA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_15,Mikhmoret,3,Israel,Southern Levant,32.4059,34.8716,PPNB (early?),,"Perlman, I. and Yellin, J. 1980; Yellin and Garfinkel 1986","Perlman, I. and Yellin, J. 1980; Yellin and Garfinkel 1986",,INAA,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_16,Mujahiya,3,Israel,Southern Levant,32.816667,35.683333,"Early PPNB, mid-8th millennium B.C.",,"Gopher, A. 1990; Yellin, J. and Gopher, A. 1992; Garfinkel, Y. 2008","Yellin, J. and Gopher, A. 1992",,INAA,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_17,Mureybet,3,Syria,Middle Euphrate,36.0434,38.1287,IVA; IVB - PPNB,,"Cauvin, J. 1977; Bellot-Gurlet 1998; Pernicka, E. et al 1997; Gratuze, B. et al 1993; Warren in Cauvin, M.-C. 1991","Bellot-Gurlet 1998; Pernicka, E. et al 1997; Gratuze, B. et al 1993; Warren in Cauvin, M.-C. 1991",,INAA; PIGE,23,0,15,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_18,Nahal Lavan,3,Israel,Southern Levant,30.933333,34.483333,"Early PPNB (Noy), early 9th millennium B.C. (Rosen et al 2005)",,"Burian, F. and Friedman, E. 1988; Perlman, I. and Yellin, J. 1980; Bar Yosef, O. 1976; Garfinkel, Y. 2008; Yellin, J. and Frachtenberg, F. 1992; Rosen, S.A. et al 2005","Yellin, J. and Frachtenberg, F. 1992; Perlman, I. and Yellin, J. 1980; Yellin and Garfinkel 1986; Rosen, S.A. et al 2005",,NAA,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_19,Netiv Hagdud,3,Palestine,Southern Levant,31.9882,35.4448,PPNA cf. Gilgal,,"Garfinkel, Y. 2008; Nadel, D. 1997; Perlman, I. and Yellin, J. 1980; Yellin, J. 1997","Perlman, I. and Yellin, J. 1980; Yellin, J. 1997",,NAA,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_20,Nevshehir Kogulalti,3,Turkey,Central Anatolia,38.5441,34.624,PPNB,,"Gratuze, B. et al 1993","Gratuze, B. et al 1993; Innocenti et al 1975",,PIGE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_21,Shillourokambos,3,Cyprus,Cyprus,34.721,33.014,"Aceramic Neolithic, contexts dating to IXth and VIIIth centuries",,"Briois, F. et al 1997; Guilaine, J. et al 1995","Briois, F. et al 1997; Gratuze, B. 1999",,ANRC; LA-ICP-MS,64,0,61,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_22,Tell Abdul Hosein,3,Iran,Southern Zagros,34.13333333,48.15,,The unknown specimen is from the same source as that from Hazorea. ,"Pullar, J. 1990:113; Pullar, J. et al 1986","Pullar, J. et al 1986",,NAA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3_23,Yiftael,3,Israel,Southern Levant,32.716667,35.283333,,One specimen was damaged during analysis and yielded no useful information. ,"Yellin, J. and Garfinkle, Y. 1986; Chataigner, C. 1998:282","Yellin, J. and Garfinkel, Y. 1986",,INAA,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_1,Ain Miri,4,Israel,Southern Levant,33.066667,35.45,Late PPNB,,"Delerue, 2007","Delerue, 2007",,MEB-EDS; PIXE,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_2,Akarcay Tepe,4,Turkey,Northern Levant,36.919178,38.025658,"Phases III, IV, V and VI",,"Maeda, O. 2007; Maeda, O. 2009 - PhD; Thesis; Delerue, S. and Molist, M., pers. comm (via Maeda)","Maeda, O. 2009 - PhD Thesis; Delerue, S. and Molist, M., pers. comm (via Maeda)",,PIXE,18,0,3,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_3,Ali Kosh,4,Iran,Southern Zagros,32.55,47.4,Bus Mordeh,,"Renfrew, C. 1977; Hole, F. and Flannery, K. 1962; Renfrew, C. et al 1966","Renfrew, C. 1977; Renfrew, C. et al 1966",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_4,Assouad,4,Syria,Middle Euphrate,36.566667,39.016667,"niveaux ou ""marches"" VIII-I (Cauvin): ""PPNB récent de l'Euphrate""",,"Cauvin, M.C. 1972; Cauvin, J. 1972; Cauvin, J. and Cauvin, M.C. 1972; Cauvin, M.C. 1991; Gratuze, B. et al 1993","Gratuze, B. et al 1993",,NAA; PIGE,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_5,Bouqras,4,Syria,Jezireh,35.13333333,40.43333333,"niv. I-III (sondage Contenson, van Liere); 10 niveaux de constructions (fouilles van Loon et Waterbolk)",I split period 4 and period 5 along the aceramic/ceramic division made by Renfrew 1966. Boerma's 1977 analyses are not included here because Chataigner 1998 and Cauvin 1991 arrive at different conclusions regarding this study. ,"Renfrew, C. et al 1968; Renfrew, C. et al 1966; Contenson, M.H. 1985; Contenson, M.H. 1965; Boerma, J.A.K. 1977 (see Cauvin 1991)","Renfrew, C. et al 1968; Boerma, J.A.K. 1977  (see Cauvin 1991)",,AAS; XRF; OES,15,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_6,Cafer Huyuk,4,Turkey,High Valleys,38.4,38.75,PPNB du Taurus,,"Cauvin, J. and Aurenche, O. 1982; Cauvin, M.-C. et al 1986; Cauvin, M.C. and Balkan, N. 1985; Ozdogan, M. 1977:57-59","Cauvin, M.-C. et al 1986; Cauvin, M.C. et al 1991; Gratuze, B. 1993",,ICP-AES; ICP-MS; ICP; PIGE,21,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_7,Catalhoyuk,4,Turkey,Central Anatolia,37.666454,32.828349,Pre-XII.A-D / South.G; Aceramic/Early Pottery Neolithic transition,"Analyses done prior to 1999 are ignored (see Carter, T. et al 2006: 894-895)","Renfrew, C. et al 1966; Poupeau et al 2010; Cessford, C. 2001","Poupeau et al 2010; Carter, T. 2014 (pers. comm.)",CRP2A (Bordeaux); CENBG (Bordeaux); C2RMF (Paris),SEM-EDS; PIXE,45,0,39,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_8,Halula,4,Syria,Middle Euphrate,36.416667,38.166667,Late PPNB,,"Pernicka, E. et al 1997; Molist, M. et al 1994; Molist, M. and Ferrer, A. 1996","Bellot-Gurlet, 1998; Pernicka, E. et al 1997",Pernicka et al 1997; Schneider pers comm.; Bellot-Gurlet 1998,INAA; XRF,13,2,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_9,Jarmo,4,Iraq,Northern Zagros,35.533333,44.933333,de la base au niv. 6: Aceramic Neolithic,,"Renfrew, C. et al 1966; Hole, F. 1983; Braidwood, L.S. 1983; Braidwood, L. 1951","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_10,Magzalia,4,Iraq,Jezireh,36.4,42.316667,L PPNB,,"Healey, E. 2007; Francaviglia, V. 1994; Bader, N.O. 1994; Cauvin, M.C. et al 1991; Gratuze, B. 1994; Chataigner 1998:304","Cauvin, M.C. et al 1991; Gratuze, B. 1994",,ICP-MS; NAA,38,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4_11,Papazgolu,4,Turkey,High Valleys,38.283333,39.733333,PPNB,,"Gratuze, B. et al 1993","Gratuze, B. et al 1993",,PIGE,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_12,Ramad,4,Syria,Central Levant,33.4,36.1,"niv. I (base du carré Ouest, carré Est, sommet du carré Nord): pré-céramique = PPNB;  niv. II (carrés Ouest, Est, Nord): PPNB final",,"Renfrew, C. et al 1966; Wright, G.A. 1969; Cauvin, M.C. 2000; De Contenson, H. 2000; Garfinkel, Y. 2008","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_13,Ras Shamra,4,Syria,Northern Levant,35.6,35.633333,"niv. V C 1-3, ""néolithique Ancien de Ras Shamra""",,"Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4_14,Shimshara,4,Iraq,Northern Zagros,36.2,44.95,niv. 9-16: Aceramic Neolithic,,"Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966",,OES,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_15,Tamerkhan,4,Iraq,Mesopotamian plain,33.733333,47.533333,L PPNB,,"Oates, J. 1968; Oates, J. 1966","Wright, G.A. and Gordus, A.A. 1969",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_16,Tell el-Kerkh 2,4,Syria,Northern Levant,35.816667,36.45,"El-Rouj 1, layers 12-7",,"Maeda, O. 2003","Maeda, O. 2003",,ED-XRF; ICP-AES,113,0,93,0,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_17,Tell es-Sinn,4,Syria,Jezireh,35.225212,43.419369,L PPNB,,"Roodenberg, J.J. 1979-1980",Boerma 1977,,AAS; XRF,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_18,Tell Labweh,4,Lebanon,Northern Levant,34.183333,36.316667,"Level IV, III/Late PPNB",,"Khalidi, L. et al 2013","Khalidi, L. et al 2013",,LA-HR-ICP-MS,23,0,16,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_19,Tell Sabi Abyad II,4,Syria,Jezireh,36.516667,39.1,PPNB,,"Astruc, L. et al 2007","Astruc, L. et al 2007",,XRF; LA-ICP-MS,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_20,Wadi Tumbaq,4,Syria,Northern Levant,35.027,37.429,Late/Final PPNB,,"Abbes, F. 2008; Delerue, S. 2007","Delerue, S. 2007",,MEB-EDS,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_1,Ali Kosh,5,Iran,Southern Zagros,32.55,47.4,Ali Kosh phases,,"Renfrew, C. 1977; Hole, F. and Flannery, K. 1962; Renfrew, C. et al 1966","Renfrew, C. 1977; Renfrew, C. et al 1966",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_2,Ashkelon,5,Israel,Southern Levant,31.66666667,34.55,PPNC,,"Garfinkel, Y. and Dag, D. 2008; Keller, J. et al 2008; Garfinkel,Y. 2008; Delerue, S. 2007","Keller, J. et al 2008; Delerue, S. 2007",,INAA; ICP-MS; PIXE,11,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_3,Beisamoun,5,Israel,Southern Levant,33.166667,35.55,PPNB,,"Lechevallier, M. 1978; Perlman, I. and Yellin, J. 1978; Wright, G.A. and Gordus, A.A. 1969; Perlman, I. and Yellin, J. 1980; ","Wright, G.A. and Gordus, A.A. 1969; Yellin and Garfinkel 1986; Perlman and Yellin 1980; Perlman and Yellin 1978",,OES; REE; INAA,31,0,27,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5_4,Cap Andreas,5,Cyprus,Cyprus,35.691667,34.583333,Aceramic Neolithic,"Le Brun mentions that the obsidian originates from Gollu Dag, referring to Renfrew's analysis of Khirokitian obsidian, but he may simply be noting this because the colour is the same. ","Le Brun, A. 1981; Gomez, B. 1995","Le Brun, A. 1981; Renfrew, C. et al 1968?",,OES,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_5,Catalhoyuk,5,Turkey,Central Anatolia,37.666454,32.828349,Phase XII - IV/II; Early Pottery Neolithic,"Analyses done prior to 1999 are ignored (see Carter, T. et al 2006: 894-895). Is it odd that Catal East and West are contemporaries? ","Carter, T. et al 2006; Carter and Shackley 2007; Poupeau et al 2010; Carter et al 2008; Cessford, C. 2001","Carter, T. et al 2006; Carter and Shackley 2007; Poupeau et al 2010; Carter et al 2008",Berkeley; Aberystwyth; CNRS,LA-ICP-MS; ED-XRF; PIXE; SEM-EDS,230,1,134,0,90,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_6,Damishliyya I,5,Syria,Middle Euphrate,36.516667,39.033333,Late PPNB/Pottery Neolithic,,"Astruc, L. et al 2007","Astruc, L. et al 2007",,XRF; LA-ICP-MS,63,0,0,0,0,0,0,0,0,0,0,0,0,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_7,El Kowm 2,5,Syria,Northern Levant,35.183333,38.866667,FPPNB,,"Cauvin, J. et al 1979; Gratuze, B. et al 1993; Cauvin, M.C. et al 1991; Cauvin, M.C. 1991; Chataigner, C. 1998:283","Gratuze, B. et al 1993; Cauvin, M.C. et al 1991",,NAA; XRF; PIGE,17,1,2,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5_8,el-Khiam,5,Palestine,Southern Levant,31.633333,35.266667,"Level A2-1 (Neuville) and Level 1 Tahunian (Echegaray), Neolithic 2 (Moore)",,"Perrot, J. 1951; Wright, G.A. and Gordus, A.A. 1969","Wright, G.A. and Gordus, A.A. 1969",,OES; NAA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
